id,city,fold
NnfCym,JAX,0
cbFTXY,JAX,0
GFsxtT,OMA,0
PtZxeW,ARG,0
eIvCcY,ARG,0
SiVOHk,OMA,0
wexDJR,ARG,0
HdgzAP,OMA,0
uCFaWj,ARG,0
HYBzoe,ARG,0
dGCKFd,OMA,0
NvLrKH,ARG,0
ZWsVhL,OMA,0
KOZTdR,ARG,0
fBCsvE,JAX,0
ZAzaDK,OMA,0
XCwYRR,OMA,0
qQEUeK,ARG,0
DfeFQb,ATL,0
rcKDcd,OMA,0
EwSpYh,ARG,0
AdblNM,ARG,0
LXhjVI,JAX,0
bkhXtE,ATL,0
GwXmzc,ATL,0
FNiDae,ARG,0
cfJmIq,OMA,0
MOTOdr,OMA,0
OCgzaC,JAX,0
GZaCgC,ARG,0
XNIBXS,OMA,0
kJKjkQ,ARG,0
jIPvvO,OMA,0
LAvQuM,OMA,0
jIMxvS,OMA,0
kmxZhG,ARG,0
IVkBgM,OMA,0
NBPhfJ,OMA,0
YRRLiE,JAX,0
foZPsq,ARG,0
wAYrRx,ARG,0
qRQtja,OMA,0
rUOacC,ARG,0
DgcyQU,JAX,0
kCarEo,ATL,0
zKnVyv,OMA,0
ASGpVk,ARG,0
KyavDh,OMA,0
tZdTTo,ARG,0
eaRuBa,OMA,0
rSwQbH,ARG,0
vTjkyl,ARG,0
AxdIvg,OMA,0
nYGDCy,ARG,0
WGcfrz,ATL,0
ElkHGS,OMA,0
oFTGGP,ARG,0
yqafNL,ARG,0
yWXaJp,ATL,0
DiFdTY,OMA,0
KznZPd,OMA,0
HVMkXZ,OMA,0
gWkwRs,OMA,0
mbtsJe,OMA,0
otBsej,ATL,0
xGbVxn,ARG,0
zgkeCV,JAX,0
cCVJti,OMA,0
VehvOm,ATL,0
EPwDRX,ARG,0
vhRPMM,ARG,0
FPjNXd,ARG,0
dhAIvL,JAX,0
dGqLYn,OMA,0
KSkmdH,ATL,0
kKZQSy,ARG,0
qvrgLB,ARG,0
eZDUuh,OMA,0
ucPYjr,ARG,0
cJqasY,JAX,0
rxQHlD,JAX,0
wYVsht,ARG,0
pFOCCe,ATL,0
eofVEc,ARG,0
KarzgU,ARG,0
ZiqiqY,OMA,0
fmBMfH,OMA,0
VxlQAM,OMA,0
GwcDAO,ARG,0
pBBKcw,ARG,0
cxPgeZ,ARG,0
NnsZLI,OMA,0
NrEecK,ATL,0
OmjkIw,OMA,0
eeUTBH,ARG,0
xbutFN,ATL,0
YrYcoO,ARG,0
YMRYZT,OMA,0
VMsdjf,ATL,0
CloEMk,OMA,0
GoKgJm,OMA,0
sUOaEc,ARG,0
ulIDYd,OMA,0
cSGPTZ,ARG,0
opMLvp,ARG,0
pglqRd,OMA,0
RQHhrv,OMA,0
WiMgvF,OMA,0
AgWbjg,ARG,0
YokzBR,JAX,0
RsKnCp,ARG,0
JlIScN,ARG,0
oarZLg,OMA,0
IdDKGK,JAX,0
dMzcqR,OMA,0
fEkonz,OMA,0
UOVaqZ,ARG,0
jjkXQm,OMA,0
wdCqtZ,ARG,0
zHJxdZ,OMA,0
sBPvwS,ARG,0
lsonvs,ATL,0
lpunCP,ATL,0
fhQeaA,OMA,0
uessHp,JAX,0
STAWpM,JAX,0
dZEIOF,JAX,0
Ifbijl,JAX,0
qCUSyx,ARG,0
EWBuke,OMA,0
zrHDgR,JAX,0
ylMhIs,JAX,0
tjBQeW,OMA,0
eUXsHW,ARG,0
NPqMTm,OMA,0
ZaPxFO,JAX,0
mDwQYD,ARG,0
tzAQwz,OMA,0
qRtuZv,ARG,0
ZEFcih,OMA,0
AHJXSt,ARG,0
heDvVv,ATL,0
iNGiTl,JAX,0
hiRJcq,JAX,0
KwYZkJ,ARG,0
AQDVjT,ARG,0
bUCdsW,OMA,0
VHqPrd,ATL,0
qbCmPf,OMA,0
Rprcwe,OMA,0
mgDvoa,JAX,0
XSCNzl,ARG,0
WLyshh,OMA,0
NLhxsc,OMA,0
LkasyY,OMA,0
GaOgSc,ARG,0
CrCXyu,ARG,0
RAXYEg,ATL,0
YvOCFm,ARG,0
qwSZYS,ARG,0
pvfeul,OMA,0
Ewcucj,OMA,0
RXbPOG,JAX,0
cGlcND,ARG,0
tZFrlg,JAX,0
HsdlQd,ARG,0
YnOTPP,OMA,0
FXbMMT,JAX,0
BEXhtF,JAX,0
yddnPz,OMA,0
aaNiHl,ARG,0
Hxnekp,OMA,0
ejVjDv,JAX,0
ZSQJCb,OMA,0
cWTXZW,ARG,0
NDdsEi,ARG,0
qantNM,ARG,0
yYZwki,ARG,0
YLkkCE,OMA,0
CCufkO,ARG,0
iTcNrt,OMA,0
PwmZhp,ARG,0
dxQhkh,ATL,0
EfKeuD,ATL,0
VAmpAy,OMA,0
ieUQsR,OMA,0
SqrGWF,ARG,0
qxEGEq,JAX,0
cWNQUu,JAX,0
iYNwwd,JAX,0
ciuuAc,OMA,0
jGlCJI,OMA,0
LPodUc,ARG,0
joSdwX,JAX,0
xwENSm,ATL,0
OsyZOz,ARG,0
aVBYTa,ARG,0
avwEuC,ARG,0
rEROvA,JAX,0
odrirL,ARG,0
nUhagz,ARG,0
OKsCRX,ARG,0
QtFbSw,ARG,0
SbjJDF,ARG,0
gvxgpB,ARG,0
jnUajV,JAX,0
EANqoA,OMA,0
ClWJkr,ARG,0
TBkgTl,OMA,0
sRtSXS,ARG,0
wCZVtb,OMA,0
AUkFGw,ARG,0
IXoDFu,JAX,0
WEisfa,ATL,0
siLTDd,JAX,0
RYepOS,JAX,1
gvIlOD,OMA,1
lAOfOu,JAX,1
LegfYN,ATL,1
YKwzfu,ARG,1
ffhIrA,ARG,1
ylwfLo,ATL,1
xNPAMi,ARG,1
EPliqi,JAX,1
ljcMHH,ARG,1
RtLoDp,ARG,1
rCZLvi,ATL,1
uToDzF,JAX,1
uFNZhh,OMA,1
gUStFs,JAX,1
IDMWtc,ARG,1
JUAatS,ATL,1
NsSPRV,OMA,1
SEXEEd,JAX,1
hKYLTC,ARG,1
HGBQZa,JAX,1
HOgeeY,ARG,1
aPHcNR,ARG,1
kklyFu,ARG,1
nHVyoW,ATL,1
lPRInp,OMA,1
XMbhBT,ARG,1
ClsITe,OMA,1
KsdJIJ,OMA,1
FSWgVo,JAX,1
hMNuOz,JAX,1
xQIltv,ARG,1
VNlYdS,ATL,1
EgyyJh,OMA,1
PRhqCB,ARG,1
AdwFDO,ARG,1
xuSXeh,ARG,1
fKLsgU,OMA,1
rWBMQd,ARG,1
FYqDXK,ARG,1
xckqCp,JAX,1
hZYkgf,OMA,1
BHzxFS,ARG,1
FdynXP,ATL,1
UFtHAE,JAX,1
ThPOgF,ARG,1
pLELbK,ARG,1
MiFBjf,JAX,1
nbtbbx,OMA,1
chnkji,ATL,1
NCsmYp,OMA,1
EaOlve,ATL,1
RhDuqz,ARG,1
YmUUQG,ARG,1
dwRyny,ARG,1
bKMomS,JAX,1
hroxcz,ARG,1
HnSOnA,OMA,1
xrqKKE,JAX,1
mvtNMD,OMA,1
eDOSOH,JAX,1
fgGFxG,ARG,1
hCdQaf,ARG,1
oPHAjk,ARG,1
qhtiFY,ATL,1
yRPwVG,OMA,1
pLdzJI,OMA,1
DuLvhS,ARG,1
Juagfb,ARG,1
IpBonW,ATL,1
YbfPBi,ARG,1
TeUAwo,ARG,1
WoddOI,ARG,1
yliTRa,JAX,1
uiUkkJ,ATL,1
RtAtnm,ARG,1
AgsKVc,ATL,1
uitxxL,ATL,1
QWycOW,OMA,1
LvgrAl,ARG,1
fbmiuk,ATL,1
xaUUVI,OMA,1
ucIAqH,JAX,1
FKNRcG,OMA,1
ktovfs,ARG,1
inHyig,JAX,1
zrBRSW,ARG,1
Iewhkl,ATL,1
dQZeRc,ATL,1
UBTsyb,ARG,1
zBfbjJ,JAX,1
czOrpa,ARG,1
JXObWV,OMA,1
nUumgI,OMA,1
zjEqkE,ARG,1
EwFPbO,ARG,1
qoGgMi,ARG,1
xjWGBp,OMA,1
WyERRi,ARG,1
vOjKHH,ATL,1
vFXOlR,JAX,1
HisGPo,ARG,1
HkJrte,ARG,1
npqchu,ARG,1
qCXhIF,OMA,1
HMMPPf,ARG,1
XgZsqB,ARG,1
OHvLFz,OMA,1
kMGbTl,OMA,1
tzuMUN,ARG,1
ZJACWG,JAX,1
CPaMna,ARG,1
YsmmdH,JAX,1
KDUSMn,ARG,1
COOfFS,OMA,1
EiwrUD,JAX,1
WuzKdN,ATL,1
Fevzee,ARG,1
BZTZVj,JAX,1
Ghrosn,ARG,1
AMmCND,JAX,1
PTTLjA,ARG,1
PVarqq,ARG,1
AruMnU,OMA,1
JmIoXr,OMA,1
tNCaYG,OMA,1
DBTVjs,OMA,1
VTiezf,JAX,1
HQpxfr,ARG,1
dPVGWv,JAX,1
bdIwNO,OMA,1
YmssLO,JAX,1
wgsUGG,OMA,1
YQBYPB,ATL,1
cadJCY,ARG,1
dXBdob,ARG,1
lpkpod,JAX,1
ZByPPI,OMA,1
eUVIIA,ARG,1
qwIwno,OMA,1
XrakHO,OMA,1
cxhBLM,JAX,1
EDqYKg,ARG,1
vlyZaH,ATL,1
JZvooX,ARG,1
zBVKnl,OMA,1
WmxiDk,ARG,1
msqSlU,ARG,1
ikVvvy,JAX,1
BJwrbJ,ARG,1
XFyFjn,ATL,1
IEwKJI,ARG,1
SfDXMV,JAX,1
gpQrTN,JAX,1
LMegez,OMA,1
eqXyFs,ATL,1
gBdQXx,OMA,1
aVdyQr,ARG,1
tCufGv,ATL,1
RdpNRd,JAX,1
OsZUeI,ARG,1
RweTiO,OMA,1
tOSpdx,JAX,1
cBOmEX,ARG,1
tAwOXM,ARG,1
OetqOL,OMA,1
rYAUPD,ARG,1
glIZiu,JAX,1
nMnlls,JAX,1
kcVnlz,ARG,1
xlaDEL,JAX,1
WlyMeJ,JAX,1
XxzKNN,ARG,1
OGXYFb,JAX,1
zpkPir,OMA,1
kpFkOR,OMA,1
qtpiBe,ARG,1
fbwnoS,OMA,1
MdtaJf,JAX,1
KITiwo,ARG,1
cTKpbv,ATL,1
krWUQB,ATL,1
OOGTaY,ATL,1
NxDJYB,ARG,1
xWqzls,ATL,1
iCoNSU,OMA,1
UbKvqW,ARG,1
xrIqrn,ARG,1
SpJtJy,JAX,1
ZYyTJY,OMA,1
vUIezQ,OMA,1
Fvegzv,OMA,1
fooWkz,ATL,1
clzurn,OMA,1
btlALC,ARG,1
NDmSfN,ATL,1
VmyxEL,ARG,1
BssDdb,OMA,1
cbYyzA,ARG,1
KbGlCV,OMA,1
ULzani,ARG,1
hDhpew,OMA,1
iupgDi,JAX,1
qcrXVB,OMA,1
pzZXbe,ARG,1
HryYdS,JAX,1
QuHqtB,OMA,1
SHywPv,ARG,1
Ucemtu,ATL,1
SSeAEy,OMA,1
vSoDeT,ARG,1
ITVKPP,ARG,1
WNUYcP,OMA,1
DzUAJG,OMA,1
LOrBlc,ARG,1
RWPCLr,OMA,1
uDaLai,ATL,1
ITvkSo,ATL,1
vEmoLd,ATL,1
UfVRZH,ARG,1
cPTowk,OMA,1
OcnXRY,JAX,1
PRDsZS,ARG,1
IKfygn,OMA,1
gpjgOm,ARG,1
dPfiyf,OMA,1
eEWgLL,ATL,1
gTsmhu,JAX,1
KnCgCb,ARG,1
GsVwEJ,JAX,1
zCJggV,ARG,1
hujWSt,OMA,1
wzEmyU,ARG,1
rrbqMI,JAX,1
WAIddN,JAX,1
EYDKOv,OMA,1
WzoziS,JAX,1
earaXB,JAX,1
QhHoqW,OMA,1
NDeWFD,ARG,1
LsfUxW,OMA,1
SoLQqB,OMA,1
uIhFqY,ARG,1
TeyrUR,ARG,1
XIDujy,ARG,1
XcYrVS,ARG,1
Deyemv,OMA,1
ZHLErb,OMA,1
NXNEGk,JAX,1
pcNThP,OMA,1
prOpaZ,JAX,1
wjMFJI,OMA,1
GhtJfI,OMA,1
xUrWHX,ARG,1
zNajTW,OMA,1
hBmMZm,OMA,1
uIULie,JAX,1
MXIvpm,OMA,1
xowplk,ATL,1
LSYUnW,JAX,1
EuMopj,OMA,1
lsSVrE,JAX,1
rEnAMQ,ARG,1
luAOTJ,JAX,1
zkelWM,ARG,1
arQXho,ATL,1
USnZHx,ARG,1
kUKptu,ARG,1
ARsTTR,OMA,1
kAHohC,JAX,1
cJjZAR,ARG,1
SVNmgC,ARG,1
qheAST,OMA,1
bEBBFt,ARG,1
MZmtio,JAX,1
ombhaf,OMA,1
kUvYKz,JAX,1
vcXJxa,ARG,1
UJYGNT,OMA,1
YcodXJ,ARG,1
OeVPOA,OMA,1
PytHMl,OMA,1
ruIigl,ARG,1
WmLEpQ,ATL,1
pGmogA,ARG,1
sQhBlB,OMA,1
oTASTX,ARG,1
FiRcPV,ARG,1
uukvvx,OMA,1
WUFdSx,OMA,1
Xmfmbq,ARG,1
ibMWSk,ARG,1
QVhsWR,ARG,1
fYlGnH,ARG,1
QOkgtq,ARG,1
hleMgF,ARG,1
UfEyUr,OMA,1
UntXBs,ARG,1
CFHvNc,ARG,1
yBMEiL,ARG,1
jBSAbM,JAX,1
buqcmn,ARG,1
ndvYMp,OMA,1
SkJAlA,ARG,1
qtIOii,OMA,1
UrnWTu,OMA,1
fFFZcl,ARG,1
ctRYzl,OMA,1
XevTDe,ARG,1
ydihmH,ARG,1
ozmidk,OMA,1
PekgqD,ARG,1
KrKcjy,ARG,1
aLgOog,JAX,1
wXYsrR,JAX,1
wxPkyx,OMA,1
ZvedYW,ARG,1
bapbMD,OMA,1
DOtAax,ARG,1
WiMxdO,OMA,1
TnDvuy,ATL,1
siCrAA,JAX,1
IQlQsz,ARG,1
RzMFIo,ARG,1
VKxJOA,OMA,1
VURdTv,JAX,1
CndDLe,JAX,1
cKkjSL,OMA,1
OMWGYi,OMA,1
lgHfyl,OMA,1
nXJBNy,JAX,1
XpRocg,ARG,1
EhrKsA,ARG,1
wyBTTD,ATL,1
RSiGDt,ATL,1
qmxBlV,ARG,1
kubeUU,ARG,1
RaHVDm,ARG,1
cIWtwb,OMA,1
QSGuha,JAX,1
GMtxdi,ARG,1
DwLNDK,OMA,1
icwgru,JAX,1
Ytvtaw,ATL,1
eIZNVh,OMA,1
zZIDpw,JAX,1
BGaCDn,ATL,1
GspYMT,ARG,1
pMTnBc,ARG,1
nzUntA,JAX,1
eEmbXh,OMA,1
SpMHIa,JAX,1
fYWmQb,ATL,1
UKuliW,ARG,1
rcNDrl,OMA,1
LdeiiU,ARG,1
HMjcCB,OMA,1
aGrekm,OMA,1
tTxJId,ARG,1
FfHGky,JAX,1
pPnJHN,OMA,1
aBIkRK,OMA,1
OFBrOQ,ARG,1
eAfKEX,ARG,1
JsbhJH,ARG,1
SpuIRJ,ATL,1
PJpBXu,ARG,1
GAhGaw,JAX,1
QVvZBj,ARG,1
fYrpoX,ARG,1
AiYZWm,OMA,1
hiCzIn,ARG,1
lDCluP,ATL,1
pdZBjF,ARG,1
CSfJGw,ARG,1
pZjmrk,OMA,1
gZJVII,OMA,1
JSSYqC,ARG,1
zysfhD,JAX,1
YZjXcs,OMA,1
mxvwRL,ARG,1
KpcbJU,ARG,1
Zryqed,JAX,1
mcSldI,JAX,1
UOSbjj,ARG,1
fTjaRa,JAX,1
sQpgBr,OMA,1
cpirLU,ARG,1
WaueVH,OMA,1
Uriwnq,ATL,1
qeDhll,ARG,1
vWQVeO,ARG,1
KiMGwr,ARG,1
GhUcpy,OMA,1
WBWpjY,ATL,1
SuHXyW,JAX,1
wCOItc,ARG,1
veTwlO,OMA,1
xhYukc,ARG,1
Wihfuw,ARG,1
YMmxOf,OMA,1
ZEhHCb,OMA,1
AwvXoH,OMA,1
vxiiNn,JAX,1
QBuDWY,OMA,1
wVYJqw,ARG,1
ZabjeH,OMA,1
zPSZLe,OMA,1
SxrqRb,JAX,1
lWheFt,OMA,1
xzUUJU,ARG,1
xnDYkB,ARG,1
ilfuAS,ARG,1
jTirlg,ARG,1
AxKWVa,ARG,1
HTjJaL,OMA,1
MrKCJB,OMA,1
MIwSBi,ARG,1
hbpnoH,ARG,1
VkWyJA,JAX,1
ZvatWP,OMA,1
HKTzAc,ATL,1
grdNyB,ARG,1
WWhRYp,JAX,1
PglNLx,OMA,1
iQZpyk,ATL,1
dIbfFS,JAX,1
XCQBrW,ATL,1
Umegcm,ARG,1
lRxAyo,ARG,1
PsUwTY,ARG,1
biXqGu,ARG,1
UBhcOh,ARG,1
lTqHst,OMA,1
ByjIuB,ARG,1
TyawWc,JAX,1
MTqKEo,ARG,1
OmiyRJ,OMA,1
gVHjcB,ARG,1
vdhUis,ARG,1
qnRFII,JAX,1
vnkiDT,OMA,1
DVpynn,OMA,1
erFshW,ARG,1
zAMDcs,ARG,1
RaZAXX,ARG,1
HdMBCi,ATL,1
jOXofI,OMA,1
GOfqMe,JAX,1
mpBorv,OMA,1
dQOitp,OMA,1
vchHzs,ARG,1
qtuZds,OMA,1
ljZYlx,JAX,1
LoLIrs,ARG,1
SUeBvi,JAX,1
lyOcLH,OMA,1
VgmlkP,ATL,1
GawxgG,JAX,1
GpFbAu,OMA,1
qkPatQ,OMA,1
WngYjB,ARG,1
HeNXUo,OMA,1
GMSMOo,ATL,1
VMUaDM,ARG,1
vaPOYL,ARG,1
EqaBLR,OMA,1
DkZKsx,ARG,1
sREvmY,ARG,1
VveGSh,ATL,1
MBoWAI,OMA,1
osbFaj,JAX,1
BcUiyg,JAX,1
FbKsPF,OMA,1
YzZbJb,JAX,1
nnxmhG,ARG,1
DvRNqb,ARG,1
jhLCBo,JAX,1
vDMeLL,OMA,1
tFrGNP,ARG,1
wIDsew,JAX,1
qqGRtr,ATL,1
ceOEsj,ARG,1
opBltY,ATL,1
IFySPR,ATL,1
MecETi,OMA,1
KTmoCn,ATL,1
wxSFAs,OMA,1
caxMaT,OMA,1
ROPKle,OMA,1
oJFyLQ,OMA,1
YMbsMu,OMA,1
mrkCFZ,ATL,1
DstuwM,ARG,1
glidLs,ATL,1
JGMqRh,OMA,1
qoABVX,ARG,1
uJHWyt,ARG,1
XqCPcv,OMA,1
fYpyMA,ARG,1
jRvjbM,JAX,1
iwuWDG,ARG,1
SacHWU,ARG,1
DsXJPr,JAX,1
AGlIZS,OMA,1
